Generation,Timestamp,X-Axis,Y-Axis,Z-Axis,Frequency,
1408,"27.329","-0.6265","-2.1327","9.6732","200.2493",
1409,"27.333","-0.6995","-2.0764","9.5355","200.2516",
1410,"27.384","-0.0878","-1.8167","8.9202","200.2505",
1411,"27.434","-0.4457","-1.1774","8.761","200.2494",
1412,"27.491","-0.7307","-1.1343","9.2099","200.2386",
1413,"27.493","-0.7486","-1.193","9.1931","200.2528",
1414,"27.497","-0.6804","-1.2217","9.1835","200.2551",
1415,"27.502","-0.6768","-1.26","9.2302","200.2574",
1416,"27.544","-1.2753","-1.108","9.5941","200.2397",
1417,"27.547","-1.9361","-0.8458","9.4912","200.254",
1418,"27.553","-1.9469","-0.7393","8.2821","200.2443",
1419,"27.605","-0.9533","-0.7884","10.1245","200.2432",
1420,"27.616","-1.0539","-0.6315","9.6696","200.2358",
1421,"27.647","-0.7163","-0.367","9.4337","200.2517",
1422,"27.694","-0.9294","-0.7824","10.4991","200.2483",
